dt64,OBJECT_ID,coverage,date,ice_off_prob,ice_on_prob,lic,sensor
2010-11-05 10:03:18,IW35016644,0.6494345020567673,2010-11-05T10:03:18,0.9958752360772414,,0.0,Landsat-7
2011-02-02 09:57:56,IW35016644,0.6313072279393075,2011-02-02T09:57:56,,0.9977510414675108,100.0,Landsat-7
2011-02-09 10:04:08,IW35016644,0.7068415200497955,2011-02-09T10:04:08,0.5258089601993561,0.9976236482308548,100.0,Landsat-7
2011-02-18 09:58:00,IW35016644,0.5516537979831511,2011-02-18T09:58:00,,0.980445488751837,100.0,Landsat-7
2011-03-06 09:58:05,IW35016644,0.5314888337667595,2011-03-06T09:58:05,0.5126766655051592,0.9983301313444254,100.0,Landsat-7
2011-03-22 09:58:06,IW35016644,0.5917133582728566,2011-03-22T09:58:06,0.6227820217609406,0.9977579436961996,100.0,Landsat-7
2011-04-07 09:58:10,IW35016644,0.4587816676894147,2011-04-07T09:58:10,0.6488808453722573,0.9703279692788276,99.08163265306122,Landsat-7
2011-07-03 10:04:15,IW35016644,0.7124728881396487,2011-07-03T10:04:15,0.9999390252041273,,0.0,Landsat-7
2011-08-13 09:57:57,IW35016644,0.6262554480023088,2011-08-13T09:57:57,0.9999494571790573,,0.0,Landsat-7
2011-08-20 10:04:07,IW35016644,0.7442106689682025,2011-08-20T10:04:07,0.9999540432503424,,0.0,Landsat-7
2011-08-29 09:57:55,IW35016644,0.5890288254225988,2011-08-29T09:57:55,0.9995517946473964,,0.0,Landsat-7
2011-09-21 10:03:59,IW35016644,0.5265307111757698,2011-09-21T10:03:59,0.998463356858326,,0.0,Landsat-7
2011-09-30 09:57:47,IW35016644,0.664304543090791,2011-09-30T09:57:47,0.999935950541774,,0.0,Landsat-7
2011-10-16 09:57:49,IW35016644,0.6574307916841234,2011-10-16T09:57:49,0.9939592486278904,,0.0,Landsat-7
2011-10-23 10:04:04,IW35016644,0.6730258402710809,2011-10-23T10:04:04,0.9967254773601544,,0.0,Landsat-7
2011-11-17 09:58:08,IW35016644,0.6612372040571866,2011-11-17T09:58:08,0.9956403759417688,,0.0,Landsat-7
2011-11-24 10:04:24,IW35016644,0.7355943454569753,2011-11-24T10:04:24,0.9979258242248584,,0.0,Landsat-7
2011-12-10 10:04:30,IW35016644,0.6786428755211289,2011-12-10T10:04:30,0.93720069319342,0.655558889530198,0.3752985329239167,Landsat-7
2011-12-19 09:58:24,IW35016644,0.6587303525915483,2011-12-19T09:58:24,0.9501219128039996,0.7011317850391295,9.304775280898877,Landsat-7
2011-12-26 10:04:40,IW35016644,0.7459462000636559,2011-12-26T10:04:40,0.95330095082928,0.8719764940765624,27.94665012406948,Landsat-7
2012-01-11 10:04:45,IW35016644,0.732241456543342,2012-01-11T10:04:45,0.7900354772273053,0.7848062635749042,31.792273590880303,Landsat-7
2012-01-27 10:04:44,IW35016644,0.5866405530766721,2012-01-27T10:04:44,,0.9978980639626488,100.0,Landsat-7
2012-02-05 09:58:38,IW35016644,0.6709156271129612,2012-02-05T09:58:38,,0.9968730058879968,100.0,Landsat-7
2012-02-12 10:04:51,IW35016644,0.7408690788293291,2012-02-12T10:04:51,,0.994488799910529,100.0,Landsat-7
2012-02-21 09:58:41,IW35016644,0.612882477950954,2012-02-21T09:58:41,,0.9989460554830148,100.0,Landsat-7
2012-02-28 10:04:51,IW35016644,0.7536736276488171,2012-02-28T10:04:51,0.55985149044971,0.9850389688839708,100.0,Landsat-7
2012-03-15 10:04:50,IW35016644,0.5802650599475266,2012-03-15T10:04:50,0.6575412795657204,0.9970443166464742,99.91974317817014,Landsat-7
2012-03-24 09:58:40,IW35016644,0.4888957417054733,2012-03-24T09:58:40,0.6602504895790677,0.9357155471756572,99.1481306199716,Landsat-7
2012-03-31 10:04:50,IW35016644,0.645645917426782,2012-03-31T10:04:50,0.6809428038072186,0.9895710151609908,99.45652173913044,Landsat-7
2012-04-25 09:58:50,IW35016644,0.6573826882090458,2012-04-25T09:58:50,,0.9971954584108494,100.0,Landsat-7
2012-05-11 09:59:13,IW35016644,0.4565864404037607,2012-05-11T09:59:13,0.980010168916873,0.5904382665952047,0.911854103343465,Landsat-7
2012-08-22 10:05:55,IW35016644,0.4460203819308765,2012-08-22T10:05:55,0.999569687181398,,0.0,Landsat-7
2012-09-07 10:06:06,IW35016644,0.7518362998960796,2012-09-07T10:06:06,0.9999227695728308,,0.0,Landsat-7
2012-09-16 09:59:59,IW35016644,0.6470227735966972,2012-09-16T09:59:59,0.9999349145084496,,0.0,Landsat-7
2012-10-02 10:00:09,IW35016644,0.6244640951781668,2012-10-02T10:00:09,0.9997106394870336,,0.0,Landsat-7
2012-10-18 10:00:19,IW35016644,0.6481676730092055,2012-10-18T10:00:19,0.996965210155007,,0.0,Landsat-7
2012-10-25 10:06:33,IW35016644,0.7256776633292087,2012-10-25T10:06:33,0.9962171226065044,,0.0,Landsat-7
2012-12-12 10:06:46,IW35016644,0.7364587475348456,2012-12-12T10:06:46,0.9605397831395266,0.7180175642995319,3.912906279583465,Landsat-7
2013-02-14 10:06:55,IW35016644,0.7391975890997925,2013-02-14T10:06:55,,0.9990171025527016,100.0,Landsat-7
2013-03-02 10:06:52,IW35016644,0.7387591727498051,2013-03-02T10:06:52,0.6296581943683764,0.9978714925348436,100.0,Landsat-7
2013-03-11 10:00:41,IW35016644,0.458966923587356,2013-03-11T10:00:41,,0.9991334337230582,100.0,Landsat-7
2013-03-27 10:00:34,IW35016644,0.4461643324723215,2013-03-27T10:00:34,0.6331690843578581,0.9903763602775904,99.74160206718346,Landsat-7
2013-04-01 10:13:37,IW35016644,0.9834095444248931,2013-04-01T10:13:37,0.572492145755318,0.9905693372079164,100.0,Landsat-8
2013-04-03 10:06:46,IW35016644,0.7028149604162801,2013-04-03T10:06:46,0.6490082822062753,0.9986273971643708,100.0,Landsat-7
2013-05-05 10:06:37,IW35016644,0.5215893900386237,2013-05-05T10:06:37,0.9443175732840892,0.5253676548600197,0.3519577650681918,Landsat-7
2013-06-07 10:06:34,IW35016644,0.6012296499173483,2013-06-07T10:06:34,0.9994833064095304,,0.0,Landsat-8
2013-06-15 10:00:12,IW35016644,0.4286817055436234,2013-06-15T10:00:12,0.9997399929128256,,0.0,Landsat-7
2013-06-30 10:12:41,IW35016644,0.3438269079249079,2013-06-30T10:12:41,0.9997143373336684,,0.0,Landsat-8
2013-07-01 10:00:04,IW35016644,0.4539517388596329,2013-07-01T10:00:04,0.9997736437341068,,0.0,Landsat-7
